uspc_class,only_year,cited_num
307,2018,190
310,2010,2
310,2011,4
310,2012,42
310,2013,185
310,2014,815
310,2015,2666
310,2016,2668
310,2017,1639
310,2018,45
312,2010,2
312,2011,7
312,2012,1
312,2013,23
312,2014,71
312,2015,330
312,2016,554
312,2017,503
312,2018,23
313,2007,2
313,2010,1
313,2011,11
313,2013,24
313,2014,36
313,2015,158
313,2016,426
313,2017,427
313,2018,24
315,2009,7
315,2010,74
315,2012,90
315,2013,103
315,2014,301
315,2015,1399
315,2016,2373
315,2017,3973
315,2018,412
318,2009,3
318,2011,52
318,2012,28
318,2013,86
318,2014,438
318,2015,438
318,2016,1195
318,2017,2432
318,2018,103
320,2009,16
320,2010,16
320,2011,27
320,2012,254
320,2013,235
320,2014,1153
320,2015,2412
320,2016,2870
320,2017,2110
320,2018,240
322,2013,7
322,2014,9
322,2015,13
322,2016,126
322,2017,33
322,2018,26
323,2009,3
323,2012,18
323,2013,230
323,2014,150
323,2015,261
323,2016,709
323,2017,750
323,2018,27
324,2009,6
324,2010,6
324,2011,76
324,2012,116
324,2013,554
324,2014,1802
324,2015,2291
324,2016,3891
324,2017,2844
324,2018,71
326,2013,7
326,2014,22
326,2015,268
326,2016,369
326,2017,669
326,2018,24
327,2011,18
327,2012,49
327,2013,75
327,2014,201
327,2015,449
327,2016,1979
327,2017,1363
327,2018,80
329,2017,2
330,2013,15
330,2014,80
330,2015,185
330,2016,947
330,2017,793
330,2018,18
331,2013,4
331,2014,3
331,2015,109
331,2016,322
331,2017,176
331,2018,2
332,2015,1
332,2016,2
332,2017,3
333,2012,4
333,2013,61
333,2014,157
333,2015,6404
333,2016,4241
333,2017,1753
333,2018,265
334,2015,5
334,2016,5
335,2013,3
335,2014,54
335,2015,77
335,2016,447
335,2017,231
335,2018,6
336,2010,28
336,2011,6
336,2012,9
336,2013,48
336,2014,163
336,2015,242
336,2016,252
336,2017,140
336,2018,12
337,2011,7
337,2014,21
337,2015,23
337,2016,95
337,2017,46
337,2018,8
338,2014,4
338,2015,5
338,2016,49
338,2017,63
338,2018,7
340,2006,4
340,2008,25
340,2009,41
340,2010,551
340,2011,148
340,2012,226
340,2013,900
340,2014,3293
340,2015,3409
340,2016,10498
340,2017,9440
340,2018,840
341,2011,4
341,2013,8
341,2014,94
341,2015,177
341,2016,296
341,2017,554
341,2018,18
342,2008,1
342,2009,2
342,2010,7
342,2011,9
342,2012,26
342,2013,148
342,2014,787
342,2015,1311
342,2016,1407
342,2017,689
342,2018,3
343,2009,14
343,2010,11
343,2011,5
343,2012,24
343,2013,256
343,2014,1415
343,2015,2635
343,2016,7811
343,2017,1104
343,2018,64
345,2005,1
345,2006,16
345,2007,17
345,2008,184
345,2009,96
345,2010,354
345,2011,444
345,2012,1023
345,2013,1350
345,2014,3960
345,2015,9910
345,2016,13349
345,2017,11249
345,2018,617
347,2006,1
347,2008,1
347,2012,11
347,2013,70
347,2014,72
347,2015,349
347,2016,2624
347,2017,2202
347,2018,218
348,2005,31
348,2006,24
348,2007,13
348,2008,8
348,2009,30
348,2010,162
348,2011,321
348,2012,602
348,2013,1279
348,2014,2889
348,2015,5381
348,2016,9428
348,2017,9964
348,2018,791
349,2010,6
349,2011,13
349,2012,79
349,2013,94
349,2014,197
349,2015,1019
349,2016,1050
349,2017,1516
349,2018,186
351,2012,69
351,2013,193
351,2014,411
351,2015,548
351,2016,911
351,2017,1321
351,2018,95
352,2016,1
353,2012,8
353,2013,11
353,2014,112
353,2015,198
353,2016,347
353,2017,485
353,2018,44
355,2010,2
355,2011,11
355,2012,22
355,2013,87
355,2014,103
355,2015,319
355,2016,592
355,2017,754
355,2018,51
356,2010,2
356,2011,17
356,2012,58
356,2013,130
356,2014,439
356,2015,1525
356,2016,2031
356,2017,3143
356,2018,135
358,2005,2
358,2008,13
358,2010,12
358,2011,15
358,2012,49
358,2013,74
358,2014,111
358,2015,1039
358,2016,1867
358,2017,1449
358,2018,360
359,2009,2
359,2010,13
359,2011,10
359,2012,274
359,2013,271
359,2014,655
359,2015,3209
359,2016,3945
359,2017,4514
359,2018,294
360,2009,2
360,2011,7
360,2012,8
360,2013,17
360,2014,34
360,2015,88
360,2016,416
360,2017,1004
360,2018,50
361,2011,1
361,2012,57
361,2013,379
361,2014,1269
361,2015,3397
361,2016,5550
361,2017,5038
361,2018,293
362,2008,47
362,2009,16
362,2010,32
362,2011,138
362,2012,272
362,2013,933
362,2014,1360
362,2015,3384
362,2016,5277
362,2017,3494
362,2018,242
363,2008,5
363,2011,17
363,2012,64
363,2013,275
363,2014,174
363,2015,441
363,2016,1636
363,2017,1348
363,2018,40
365,2009,4
365,2010,50
365,2011,2
365,2012,65
365,2013,70
365,2014,301
365,2015,1036
365,2016,4235
365,2017,9480
365,2018,333
366,2011,2
366,2012,73
366,2013,22
366,2014,329
366,2015,383
366,2016,386
366,2017,358
366,2018,38
367,2009,7
367,2010,5
367,2011,17
367,2012,54
367,2013,220
367,2014,364
367,2015,775
367,2016,827
367,2017,1097
367,2018,2
368,2012,3
368,2014,20
368,2015,49
368,2016,611
368,2017,180
368,2018,3
369,2015,23
369,2016,158
369,2017,239
369,2018,95
370,2005,4
370,2006,18
370,2007,7
370,2008,31
370,2009,31
370,2010,73
370,2011,291
370,2012,318
370,2013,1581
370,2014,3371
370,2015,14451
370,2016,23594
370,2017,13625
370,2018,1055
372,2004,1
372,2010,6
372,2011,4
372,2013,8
372,2014,41
372,2015,167
372,2016,261
372,2017,318
372,2018,12
373,2014,11
373,2015,2
373,2016,11
374,2008,4
374,2010,2
374,2011,3
374,2012,1
374,2013,56
374,2014,251
374,2015,439
374,2016,358
374,2017,419
374,2018,4
375,2006,16
375,2007,9
375,2008,7
375,2009,13
375,2010,6
375,2011,170
375,2012,356
375,2013,527
375,2014,1999
375,2015,3442
375,2016,8451
375,2017,6622
375,2018,761
376,2009,10
376,2010,7
376,2011,34
376,2012,36
376,2013,68
376,2014,64
376,2015,94
376,2016,97
376,2017,65
377,2014,41
377,2015,49
377,2016,60
377,2017,97
378,2008,4
378,2011,6
378,2012,16
378,2013,202
378,2014,969
378,2015,2858
378,2016,2209
378,2017,1320
378,2018,58
379,2008,5
379,2010,7
379,2012,22
379,2013,45
379,2014,375
379,2015,737
379,2016,1030
379,2017,1643
379,2018,235
380,2007,1
380,2010,1
380,2012,30
380,2013,59
380,2014,63
380,2015,444
380,2016,468
380,2017,461
380,2018,53
381,2006,7
381,2007,13
381,2008,2
381,2009,3
381,2010,2
381,2011,9
381,2012,71
381,2013,223
381,2014,863
381,2015,1523
381,2016,5937
381,2017,4749
381,2018,323
382,2007,1
382,2008,3
382,2009,14
382,2010,43
382,2011,37
382,2012,126
382,2013,372
382,2014,1549
382,2015,4483
382,2016,11285
382,2017,9472
382,2018,497
383,2007,3
383,2008,3
383,2009,1
383,2010,3
383,2012,37
383,2013,17
383,2014,77
383,2015,151
383,2016,348
383,2017,139
383,2018,15
384,2010,6
384,2011,1
384,2013,6
384,2014,22
384,2015,98
384,2016,650
384,2017,295
384,2018,44
385,2010,14
385,2011,8
385,2012,31
385,2013,709
385,2014,650
385,2015,1467
385,2016,2779
385,2017,3925
385,2018,399
386,2006,2
386,2007,1
386,2008,1
386,2009,4
386,2011,7
386,2012,19
386,2013,17
386,2014,122
386,2015,378
386,2016,440
386,2017,433
386,2018,63
388,2015,1
388,2017,2
392,2011,9
392,2012,12
392,2013,3
392,2014,173
392,2015,239
392,2016,670
392,2017,95
392,2018,8
396,2008,2
396,2013,17
396,2014,10
396,2015,110
396,2016,175
396,2017,298
396,2018,18
398,2010,5
398,2011,18
398,2012,62
398,2013,47
398,2014,131
398,2015,1548
398,2016,5047
398,2017,3478
398,2018,162
399,2011,2
399,2013,14
399,2014,47
399,2015,128
399,2016,1575
399,2017,1997
399,2018,72
400,2014,147
400,2015,11
400,2016,160
400,2017,30
400,2018,6
401,2009,2
401,2010,1
401,2013,2
401,2014,280
401,2015,202
401,2016,439
401,2017,278
401,2018,12
402,2011,4
402,2012,1
402,2013,4
402,2015,29
402,2016,50
403,2006,4
403,2010,3
403,2011,7
403,2012,1
403,2013,77
403,2014,303
403,2015,511
403,2016,745
403,2017,278
404,2013,3
404,2014,17
404,2015,167
404,2016,301
404,2017,313
404,2018,52
405,2010,3
405,2011,4
405,2012,22
405,2013,9
405,2014,68
405,2015,136
405,2016,408
405,2017,306
405,2018,39
406,2013,2
406,2015,29
406,2016,98
406,2017,513
406,2018,15
407,2011,7
407,2013,5
407,2014,75
407,2015,249
407,2016,111
407,2017,93
407,2018,8
408,2009,3
408,2012,10
408,2013,51
408,2014,178
408,2015,98
408,2016,194
408,2017,137
408,2018,3
409,2013,18
409,2014,1
409,2015,64
409,2016,84
409,2017,134
410,2014,14
410,2015,42
410,2016,67
410,2017,80
410,2018,3
411,2011,4
411,2012,3
411,2013,7
411,2014,47
411,2015,143
411,2016,394
411,2017,253
411,2018,3
412,2010,2
412,2013,2
412,2015,1
412,2017,3
413,2014,5
413,2015,16
413,2016,3
414,2010,4
414,2011,11
414,2012,101
414,2013,38
414,2014,225
414,2015,657
414,2016,854
414,2017,891
414,2018,52
415,2008,5
415,2010,99
415,2011,66
415,2012,171
415,2013,399
415,2014,630
415,2015,3295
415,2016,2592
415,2017,714
415,2018,51
416,2009,2
416,2010,19
416,2011,25
416,2012,70
416,2013,303
416,2014,444
416,2015,1452
416,2016,1604
416,2017,487
416,2018,11
417,2008,18
417,2009,4
417,2010,4
417,2011,53
417,2012,181
417,2013,192
417,2014,511
417,2015,702
417,2016,985
417,2017,488
417,2018,93
418,2010,1
418,2012,15
418,2013,3
418,2014,84
418,2015,173
418,2016,340
418,2017,233
419,2011,3
419,2012,4
419,2013,11
419,2014,69
419,2015,116
419,2016,27
419,2017,235
419,2018,9
420,2011,2
420,2013,22
420,2014,61
420,2015,139
420,2016,98
420,2017,108
420,2018,2
422,2007,4
422,2008,4
422,2009,11
422,2010,23
422,2011,97
422,2012,199
422,2013,260
422,2014,462
422,2015,1216
422,2016,1957
422,2017,1892
422,2018,163
423,2008,1
423,2009,1
423,2010,2
423,2011,20
423,2012,10
423,2013,50
423,2014,199
423,2015,437
423,2016,762
423,2017,655
423,2018,36
424,2004,7
424,2005,16
424,2006,22
424,2007,1
424,2008,134
424,2009,89
424,2010,515
424,2011,238
424,2012,686
424,2013,1273
424,2014,2627
424,2015,5960
424,2016,9945
424,2017,9972
424,2018,718
425,2007,1
425,2011,1
425,2012,19
425,2013,21
425,2014,283
425,2015,390
425,2016,626
425,2017,677
425,2018,18
426,2007,5
426,2008,38
426,2009,2
426,2010,1
426,2011,21
426,2012,92
426,2013,149
426,2014,482
426,2015,288
426,2016,376
426,2017,260
427,2007,17
427,2008,20
427,2009,478
427,2010,3
427,2011,539
427,2012,76
427,2013,580
427,2014,997
427,2015,786
427,2016,1500
427,2017,1272
427,2018,48
428,2005,3
428,2006,3
428,2007,2
428,2008,48
428,2009,47
428,2010,316
428,2011,197
428,2012,273
428,2013,1042
428,2014,1282
428,2015,4257
428,2016,4304
428,2017,3174
428,2018,165
429,2004,1
429,2006,2
429,2008,5
429,2009,14
429,2010,41
429,2011,78
429,2012,127
429,2013,585
429,2014,1254
429,2015,1831
429,2016,2039
429,2017,1588
429,2018,82
430,2007,1
430,2010,4
430,2011,13
430,2012,1
430,2013,48
430,2014,156
430,2015,424
430,2016,1253
430,2017,1226
430,2018,24
431,2011,43
431,2012,46
431,2013,41
431,2014,88
431,2015,112
431,2016,305
431,2017,424
431,2018,8
432,2011,8
432,2012,13
432,2013,18
432,2014,9
432,2015,82
432,2016,112
432,2017,52
432,2018,1
433,2006,1
433,2007,9
433,2008,3
433,2009,9
433,2010,4
433,2011,31
433,2012,46
433,2013,56
433,2014,599
433,2015,950
433,2016,992
433,2017,490
433,2018,114
434,2005,116
434,2006,1
434,2007,24
434,2008,1
434,2009,9
434,2010,2
434,2011,36
434,2012,114
434,2013,544
434,2014,697
434,2015,860
434,2016,1542
434,2017,665
434,2018,18
435,2005,6
435,2006,5
435,2007,41
435,2008,52
435,2009,68
435,2010,83
435,2011,179
435,2012,317
435,2013,959
435,2014,2521
435,2015,4139
435,2016,5572
435,2017,5539
435,2018,361
436,2008,13
436,2009,11
436,2010,7
436,2011,40
436,2012,11
436,2013,351
436,2014,392
436,2015,825
436,2016,1012
436,2017,883
436,2018,76
438,2004,1
438,2005,6
438,2006,4
438,2007,12
438,2009,19
438,2010,59
438,2011,12
438,2012,140
438,2013,357
438,2014,1252
438,2015,3234
438,2016,9909
438,2017,9531
438,2018,516
439,2012,3
439,2013,28
439,2014,280
439,2015,1020
439,2016,4070
439,2017,5972
439,2018,585
440,2012,3
440,2014,6
440,2015,39
440,2016,101
440,2017,116
440,2018,6
441,2014,5
441,2015,32
441,2016,93
441,2017,99
441,2018,2
442,2007,1
442,2008,8
442,2009,3
442,2010,4
442,2011,26
442,2012,237
442,2013,52
442,2014,168
442,2015,170
442,2016,122
442,2017,55
445,2014,1
445,2015,7
445,2016,15
445,2017,27
445,2018,1
446,2010,8
446,2011,6
446,2012,21
446,2013,13
446,2014,44
446,2015,40
446,2016,391
446,2017,328
446,2018,29
449,2014,4
449,2015,2
449,2016,6
450,2012,6
450,2013,39
450,2014,42
450,2015,67
450,2016,90
450,2017,112
451,2010,4
451,2011,21
451,2012,26
451,2013,62
451,2014,117
451,2015,353
451,2016,362
451,2017,341
451,2018,1
452,2013,2
452,2014,2
452,2015,18
452,2016,19
452,2017,115
452,2018,10
453,2015,52
453,2016,17
454,2006,5
454,2007,4
454,2008,5
454,2009,49
454,2010,81
454,2011,38
454,2012,92
454,2013,298
454,2014,327
454,2015,272
454,2016,212
454,2017,378
455,2005,2
455,2006,13
455,2007,11
455,2008,30
455,2009,15
455,2010,63
455,2011,52
455,2012,289
455,2013,1086
455,2014,1361
455,2015,6417
455,2016,15182
455,2017,10852
455,2018,760
460,2013,2
460,2014,4
460,2015,25
460,2016,167
460,2017,65
463,2005,56
463,2006,3
463,2007,76
463,2008,43
463,2009,50
463,2010,90
463,2011,205
463,2012,324
463,2013,410
463,2014,1561
463,2015,4188
463,2016,4621
463,2017,5723
463,2018,449
464,2012,2
464,2014,13
464,2015,86
464,2016,137
464,2017,37
470,2011,7
470,2016,1
472,2012,2
472,2014,7
472,2015,37
472,2016,122
472,2017,83
472,2018,3
473,2008,4
473,2009,12
473,2010,4
473,2012,76
473,2013,78
473,2014,826
473,2015,2051
473,2016,3109
473,2017,3974
473,2018,302
474,2011,5
474,2012,3
474,2013,9
474,2014,53
474,2015,318
474,2016,858
474,2017,310
475,2012,1
475,2013,45
475,2014,77
475,2015,2320
475,2016,3191
475,2017,4145
475,2018,17
476,2014,519
476,2015,9
476,2016,22
476,2017,217
477,2012,4
477,2013,3
477,2014,177
477,2015,77
477,2016,340
477,2017,241
477,2018,13
482,2007,4
482,2009,1
482,2010,30
482,2011,9
482,2012,28
482,2013,84
482,2014,166
482,2015,2172
482,2016,2659
482,2017,4855
482,2018,117
483,2013,1
483,2014,3
483,2015,8
483,2016,23
483,2017,10
492,2013,3
492,2015,18
492,2016,21
492,2017,18
493,2009,7
493,2010,1
493,2011,20
493,2012,52
493,2013,74
493,2014,106
493,2015,72
493,2016,58
493,2017,32
494,2011,1
494,2012,2
494,2013,11
494,2014,98
494,2015,55
494,2016,130
494,2017,28
494,2018,1
501,2013,5
501,2014,50
501,2015,203
501,2016,231
501,2017,433
501,2018,37
502,2009,7
502,2010,3
502,2011,7
502,2012,23
502,2013,44
502,2014,176
502,2015,148
502,2016,814
502,2017,512
502,2018,20
503,2016,18
503,2017,24
504,2006,2
504,2010,3
504,2011,4
504,2012,11
504,2013,18
504,2014,78
504,2015,112
504,2016,132
504,2017,150
504,2018,7
505,2014,3
505,2015,8
505,2016,8
505,2017,31
505,2018,1
506,2006,56
506,2007,2
506,2010,58
506,2011,85
506,2012,104
506,2013,113
506,2014,464
506,2015,520
506,2016,810
506,2017,493
506,2018,211
507,2010,1
507,2012,15
507,2013,3
507,2014,365
507,2015,325
507,2016,390
507,2017,330
507,2018,64
508,2013,9
508,2014,222
508,2015,151
508,2016,231
508,2017,183
508,2018,3
510,2009,2
510,2010,60
510,2011,9
510,2012,3
510,2013,18
510,2014,149
510,2015,234
510,2016,348
510,2017,509
510,2018,11
512,2014,7
512,2015,19
512,2016,53
512,2017,53
512,2018,2
514,2005,1
514,2006,4
514,2007,6
514,2008,14
514,2009,31
514,2010,117
514,2011,131
514,2012,257
514,2013,783
514,2014,1305
514,2015,5344
514,2016,10140
514,2017,12539
514,2018,1277
516,2005,1
516,2006,3
516,2009,4
516,2011,4
516,2012,4
516,2013,28
516,2014,14
516,2015,35
516,2016,27
516,2017,7
518,2016,56
518,2017,249
518,2018,4
521,2007,2
521,2012,8
521,2013,5
521,2014,150
521,2015,147
521,2016,389
521,2017,161
521,2018,18
522,2008,2
522,2011,3
522,2013,12
522,2014,33
522,2015,114
522,2016,208
522,2017,351
522,2018,6
523,2010,1
523,2011,4
523,2012,10
523,2013,14
523,2014,96
523,2015,268
523,2016,436
523,2017,543
523,2018,44
524,2008,25
524,2009,3
524,2010,18
524,2011,11
524,2012,71
524,2013,65
524,2014,186
524,2015,725
524,2016,985
524,2017,695
524,2018,33
525,2007,2
525,2008,3
525,2009,1
525,2011,5
525,2012,2
525,2013,7
525,2014,89
525,2015,288
525,2016,639
525,2017,519
525,2018,12
526,2009,1
526,2010,7
526,2011,9
526,2012,1
526,2013,21
526,2014,30
526,2015,105
526,2016,745
526,2017,696
526,2018,76
527,2015,4
527,2017,26
528,2012,8
528,2013,5
528,2014,27
528,2015,121
528,2016,568
528,2017,470
528,2018,10
530,2009,7
530,2010,13
530,2011,37
530,2012,32
530,2013,155
530,2014,271
530,2015,503
530,2016,921
530,2017,1059
530,2018,105
534,2015,13
534,2016,9
534,2017,22
536,2004,2
536,2010,4
536,2011,20
536,2012,8
536,2013,367
536,2014,84
536,2015,559
536,2016,785
536,2017,1065
536,2018,44
540,2013,23
540,2014,9
540,2015,98
540,2016,284
540,2017,281
540,2018,27
544,2010,16
544,2011,50
544,2013,11
544,2014,35
544,2015,481
544,2016,1281
544,2017,1665
544,2018,95
546,2010,11
546,2013,5
546,2014,95
546,2015,421
546,2016,1161
546,2017,1341
546,2018,63
548,2011,3
548,2012,26
548,2013,2
548,2014,100
548,2015,422
548,2016,1046
548,2017,661
548,2018,152
549,2013,17
549,2014,119
549,2015,118
549,2016,254
549,2017,281
549,2018,20
552,2012,2
552,2015,57
552,2016,29
552,2017,17
554,2014,27
554,2015,11
554,2016,171
554,2017,324
554,2018,11
556,2013,1
556,2014,2
556,2015,21
556,2016,106
556,2017,107
556,2018,17
558,2014,8
558,2015,10
558,2016,125
558,2017,79
558,2018,7
560,2011,6
560,2013,5
560,2014,1
560,2015,16
560,2016,150
560,2017,53
560,2018,4
562,2011,2
562,2013,2
562,2014,13
562,2015,40
562,2016,212
562,2017,161
562,2018,20
564,2014,13
564,2015,74
564,2016,133
564,2017,37
564,2018,16
568,2009,6
568,2012,5
568,2013,5
568,2014,2
568,2015,53
568,2016,121
568,2017,110
568,2018,6
570,2011,2
570,2012,1
570,2013,6
570,2014,1
570,2015,14
570,2016,94
570,2017,93
570,2018,6
585,2011,1
585,2012,14
585,2013,181
585,2014,221
585,2015,461
585,2016,360
585,2017,316
585,2018,63
588,2010,9
588,2015,2
588,2016,15
588,2017,54
600,2004,3
600,2005,46
600,2006,131
600,2007,106
600,2008,571
600,2009,595
600,2010,747
600,2011,717
600,2012,2032
600,2013,5846
600,2014,10625
600,2015,11189
600,2016,14931
600,2017,10748
600,2018,173
601,2008,22
601,2009,14
601,2010,31
601,2011,884
601,2012,98
601,2013,111
601,2014,495
601,2015,653
601,2016,367
601,2017,925
601,2018,3
602,2008,1
602,2010,154
602,2011,20
602,2012,85
602,2013,143
602,2014,203
602,2015,392
602,2016,445
602,2017,129
604,2004,2
604,2005,1
604,2006,20
604,2007,15
604,2008,172
604,2009,60
604,2010,357
604,2011,616
604,2012,1160
604,2013,2504
604,2014,6040
604,2015,9724
604,2016,7148
604,2017,7341
604,2018,333
606,2005,132
606,2006,15
606,2007,432
606,2008,476
606,2009,1136
606,2010,374
606,2011,1188
606,2012,2353
606,2013,9413
606,2014,14940
606,2015,27388
606,2016,42006
606,2017,23894
606,2018,712
607,2006,6
607,2007,44
607,2008,65
607,2009,66
607,2010,92
607,2011,327
607,2012,453
607,2013,866
607,2014,2679
607,2015,3256
607,2016,7087
607,2017,10250
607,2018,548
623,2005,32
623,2006,68
623,2007,106
623,2008,72
623,2009,252
623,2010,123
623,2011,648
623,2012,752
623,2013,1287
623,2014,3345
623,2015,9821
623,2016,14226
623,2017,13625
623,2018,656
700,2006,1
700,2007,18
700,2009,33
700,2010,19
700,2011,191
700,2012,430
700,2013,1507
700,2014,3643
700,2015,7813
700,2016,10289
700,2017,6341
700,2018,510
701,2006,23
701,2007,33
701,2008,5
701,2009,49
701,2010,94
701,2011,103
701,2012,498
701,2013,600
701,2014,2311
701,2015,6502
701,2016,15198
701,2017,8089
701,2018,476
702,2005,3
702,2006,4
702,2007,5
702,2008,148
702,2009,64
702,2010,23
702,2011,161
702,2012,536
702,2013,1538
702,2014,2731
702,2015,4637
702,2016,2663
702,2017,1509
702,2018,76
703,2004,21
703,2006,6
703,2008,3
703,2009,41
703,2010,11
703,2011,33
703,2012,108
703,2013,632
703,2014,1082
703,2015,1334
703,2016,938
703,2017,217
703,2018,3
704,2007,3
704,2008,118
704,2009,38
704,2010,14
704,2011,733
704,2012,309
704,2013,501
704,2014,2068
704,2015,4287
704,2016,7514
704,2017,5079
704,2018,76
705,2004,3
705,2005,137
705,2006,178
705,2007,256
705,2008,403
705,2009,636
705,2010,766
705,2011,976
705,2012,3071
705,2013,5688
705,2014,6358
705,2015,8055
705,2016,6594
705,2017,4817
705,2018,910
706,2009,2
706,2010,13
706,2011,7
706,2012,45
706,2013,190
706,2014,813
706,2015,1710
706,2016,1371
706,2017,353
707,2005,16
707,2006,34
707,2007,59
707,2008,215
707,2009,159
707,2010,399
707,2011,347
707,2012,608
707,2013,2580
707,2014,4778
707,2015,7515
707,2016,11198
707,2017,4278
707,2018,331
708,2008,5
708,2010,10
708,2012,2
708,2013,27
708,2014,24
708,2015,282
708,2016,482
708,2017,121
708,2018,142
709,2005,4
709,2006,8
709,2007,74
709,2008,37
709,2009,152
709,2010,317
709,2011,558
709,2012,1286
709,2013,2973
709,2014,4977
709,2015,10103
709,2016,12077
709,2017,9876
709,2018,610
710,2008,2
710,2009,2
710,2011,9
710,2012,213
710,2013,188
710,2014,940
710,2015,1711
710,2016,2470
710,2017,2187
710,2018,58
711,2005,1
711,2007,1
711,2008,11
711,2009,30
711,2010,22
711,2011,56
711,2012,60
711,2013,604
711,2014,945
711,2015,2860
711,2016,4859
711,2017,2828
711,2018,102
712,2006,7
712,2008,5
712,2009,15
712,2010,18
712,2011,13
712,2012,102
712,2013,213
712,2014,451
712,2015,875
712,2016,1098
712,2017,334
712,2018,7
713,2008,5
713,2009,22
713,2010,13
713,2011,22
713,2012,204
713,2013,376
713,2014,3412
713,2015,3671
713,2016,4473
713,2017,3048
713,2018,211
714,2007,7
714,2008,1
714,2009,10
714,2010,6
714,2011,23
714,2012,25
714,2013,152
714,2014,306
714,2015,2143
714,2016,3965
714,2017,2718
714,2018,150
715,2004,49
715,2006,22
715,2007,171
715,2008,62
715,2009,256
715,2010,457
715,2011,886
715,2012,902
715,2013,2362
715,2014,5340
715,2015,7706
715,2016,6323
715,2017,3118
715,2018,304
716,2009,5
716,2013,17
716,2014,248
716,2015,1052
716,2016,1283
716,2017,1215
716,2018,76
717,2006,2
717,2008,20
717,2009,9
717,2010,26
717,2011,29
717,2012,82
717,2013,193
717,2014,576
717,2015,2761
717,2016,3906
717,2017,1936
717,2018,283
718,2005,3
718,2007,1
718,2008,15
718,2009,12
718,2010,27
718,2011,95
718,2012,134
718,2013,364
718,2014,515
718,2015,1101
718,2016,2567
718,2017,1277
718,2018,148
719,2007,8
719,2009,6
719,2011,16
719,2012,5
719,2013,43
719,2014,107
719,2015,193
719,2016,849
719,2017,435
719,2018,26
720,2014,2
720,2015,5
720,2017,5
725,2005,19
725,2006,4
725,2007,47
725,2008,72
725,2009,39
725,2010,48
725,2011,97
725,2012,116
725,2013,700
725,2014,1140
725,2015,1615
725,2016,2708
725,2017,2210
725,2018,626
726,2004,1
726,2006,2
726,2007,40
726,2008,51
726,2009,58
726,2010,49
726,2011,92
726,2012,404
726,2013,703
726,2014,1734
726,2015,7265
726,2016,9620
726,2017,7574
726,2018,454
800,2008,2
800,2009,1
800,2010,7
800,2011,27
800,2012,22
800,2013,254
800,2014,352
800,2015,528
800,2016,3842
800,2017,947
800,2018,21
850,2012,1
850,2013,5
850,2014,3
850,2015,10
850,2016,97
850,2017,99
850,2018,2
977,2015,1
977,2017,3
002,2007,7
002,2008,11
002,2010,4
002,2011,2
002,2012,63
002,2013,182
002,2014,86
002,2015,337
002,2016,575
002,2017,267
004,2012,5
004,2013,6
004,2014,91
004,2015,205
004,2016,244
004,2017,267
004,2018,2
005,2010,17
005,2011,1
005,2012,13
005,2013,33
005,2014,196
005,2015,514
005,2016,511
005,2017,322
005,2018,15
007,2015,14
007,2016,15
007,2017,1
008,2011,7
008,2012,8
008,2013,11
008,2014,88
008,2015,53
008,2016,134
008,2017,193
008,2018,44
012,2014,2
012,2015,6
012,2016,2
012,2017,87
014,2016,18
014,2017,44
014,2018,9
015,2009,1
015,2011,21
015,2012,2
015,2013,120
015,2014,483
015,2015,1598
015,2016,1640
015,2017,610
015,2018,33
016,2011,2
016,2013,11
016,2014,17
016,2015,85
016,2016,186
016,2017,282
016,2018,10
019,2015,10
019,2016,14
023,2016,4
024,2013,2
024,2014,48
024,2015,182
024,2016,447
024,2017,322
024,2018,3
026,2016,1
026,2017,1
027,2015,7
027,2016,8
027,2017,8
027,2018,2
028,2015,44
028,2016,5
028,2017,6
029,2007,5
029,2010,9
029,2011,15
029,2012,58
029,2013,101
029,2014,523
029,2015,1616
029,2016,1900
029,2017,1031
029,2018,148
030,2011,34
030,2012,9
030,2013,34
030,2014,50
030,2015,190
030,2016,623
030,2017,228
030,2018,21
033,2014,5
033,2015,51
033,2016,450
033,2017,265
033,2018,178
034,2011,68
034,2012,11
034,2013,9
034,2014,38
034,2015,43
034,2016,343
034,2017,350
034,2018,10
036,2010,7
036,2012,78
036,2013,81
036,2014,237
036,2015,333
036,2016,571
036,2017,471
036,2018,2
037,2012,19
037,2013,4
037,2014,7
037,2015,39
037,2016,108
037,2017,111
038,2016,35
038,2017,18
040,2012,2
040,2013,5
040,2014,29
040,2015,26
040,2016,106
040,2017,88
040,2018,1
042,2010,19
042,2012,4
042,2013,10
042,2014,21
042,2015,162
042,2016,450
042,2017,752
042,2018,69
043,2012,63
043,2013,10
043,2014,31
043,2015,152
043,2016,126
043,2017,87
044,2008,1
044,2011,1
044,2012,6
044,2013,11
044,2014,46
044,2015,4
044,2016,173
044,2017,10
044,2018,2
047,2011,5
047,2012,10
047,2013,5
047,2014,62
047,2015,147
047,2016,190
047,2017,31
047,2018,21
048,2013,6
048,2014,19
048,2015,26
048,2016,61
048,2017,68
049,2012,12
049,2013,3
049,2014,5
049,2015,125
049,2016,672
049,2017,255
049,2018,5
051,2009,21
051,2010,28
051,2011,27
051,2012,5
051,2013,67
051,2014,85
051,2015,28
051,2016,200
051,2017,60
052,2007,3
052,2011,1
052,2012,7
052,2013,129
052,2014,216
052,2015,353
052,2016,1839
052,2017,2787
052,2018,273
053,2009,7
053,2010,12
053,2011,9
053,2012,18
053,2013,166
053,2014,157
053,2015,364
053,2016,255
